Compound.Name	M.387.mzML.1	X39134.mzXML.1	X38697.mzXML.1	X38714.mzXML.1	BP000098371.n.mzML.1	BP000096909.n.mzML.1	X11713.9.F.9D.mzML.1	X11713.5.F.5A.mzML.1	X38929.mzXML.1	X39092.mzXML.1	X38893.mzXML.1	X38773.mzXML.1	X38770.mzXML.1	X11713.18.F.18A.mzML.1	X38842.mzXML.1	X38798.mzXML.1	X38776.mzXML.1	BP000097021.p.mzML.1	X38995.mzXML.1	X11713.1.O.1G.mzML.1	X11713.1.F.1E.mzML.1	X38843.mzXML.1	X39113.mzXML.1	X11713.4.F.4C.mzML.1	BP000098467.n.mzML.1	X18NAVY30.V2.20180218.mzML.1	X11713.20.F.20E.mzML.1	X38838.mzXML.1	X16NAVY06.V2.20160227.mzML.1	X39116.mzXML.1	X38982.mzXML.1	X39123.mzXML.1	Fecal.1.6MeOH.4H2O.RA5.133.mzML.1	X38725.mzXML.1	X38762.mzXML.1	X38726.mzXML.1	X38777.mzXML.1	X38865.mzXML.1	X38963.mzXML.1	X38815.mzXML.1	X38793.mzXML.1	X17NAVY22.V2.20170821.mzML.1	X38866.mzXML.1	X38980.mzXML.1	X38869.mzXML.1	X39137.mzXML.1	X38807.mzXML.1	X38863.mzXML.1	X15NAVY02.V2.20151212.mzML.1	X11713.21.F.21A.mzML.1	X38715.mzXML.1	X17NAVY18.V1.20170213.mzML.1	X11713.5.F.5E.mzML.1	M.144.mzML.1	X11713.2.F.2I.mzML.1	X11713.20.F20B.mzML.1	X16NAVY08.V2.20160514.mzML.1	X72852.mzML.1	X38967.mzXML.1	Fecal.1.6MeOH.4H2O.RA5.134.mzML.1	X38771.mzXML.1	BP000097061.p.mzML.1	X38712.mzXML.1	X38748.mzXML.1	X11713.18.F.18D.mzML.1	X38764.mzXML.1	X38881.mzXML.1	X38721.mzXML.1	X38875.mzXML.1	X11713.22.F.22D.mzML.1	BP000097153.n.mzML.1	BP000096957.p.mzML.1	X39139.mzXML.1	X38790.mzXML.1	X39132.mzXML.1	X11713.9.F.9A.mzML.1	X11713.25.F.25D.mzML.1	X39024.mzXML.1	X38695.mzXML.1	X11713.12.F.12C.mzML.1	X18NAVY28.V1.20180325.mzML.1	X38767.mzXML.1	X39130.mzXML.1	X11713.6.F.6C.mzML.1	X11713.2.F.2D.mzML.1	X38925.mzXML.1	Fecal.2.7MeOH.3H2O.RB4.106.mzML.1	X38946.mzXML.1	X38906.mzXML.1	Fecal.2.7MeOH.3H2O.RB4.104.mzML.1	X16NAVY11.V1.20160621.mzML.1	dhmc.3.1.mzML.1	X11713.11.F.11B.mzML.1	X38768.mzXML.1	X11713.22.F.22E.mzML.1	M.547.mzML.1	X39141.mzXML.1	X11713.19.F.19E.mzML.1	Fecal.1.5MeOH.5ACN.RA7.117.mzML.1	X38899.mzXML.1	Fecal.1.8MeOH.2H2O.RA3.83.mzML.1	X38940.mzXML.1	X38720.mzXML.1	X38858.mzXML.1	X11713.10.F.10E.mzML.1	X38857.mzXML.1	X11713.25.F.25G.mzML.1	X11713.17.F.17G.mzML.1	BP000098379.p.mzML.1	X18NAVY28.V2.20180416.mzML.1	X38966.mzXML.1	X38696.mzXML.1	BP000098363.n.mzML.1	X39131.mzXML.1	X11713.10.F.10C.mzML.1	X38709.mzXML.1	X38752.mzXML.1	X39042.mzXML.1	X72850.mzML.1	Fecal.2.MeOH.RB1.39.mzML.1	X11713.3.F.3A.mzML.1	X39140.mzXML.1	X38993.mzXML.1	X17NAVY24.V1.20170910.mzML.1	X16NAVY08.V2.20160513.mzML.1	BP000098499.n.mzML.1	X16NAVY10.V2.20160712.mzML.1	X11713.23.F.23B.mzML.1	X38780.mzXML.1	X39106.mzXML.1	BP000096989.n.mzML.1	X38932.mzXML.1	X38759.38845.mzXML.1	X11713.22.F.22C.mzML.1	X11713.2.F.2A.mzML.1	BP000098355.p.mzML.1	X17NAVY22.V1.20170703.mzML.1	X18NAVY28.V2.20180415.mzML.1	BP000098451.n.mzML.1	M.179.mzML.1	X38816.mzXML.1	Fecal.1.5MeOH.5ACN.RA7.116.mzML.1	X39120.mzXML.1	Fecal.1.7MeOH.3H2O.RA4.101.mzML.1	Fecal.2.7ACN.3H2O.RB9.172.mzML.1	X18NAVY28.V2.20180413.mzML.1	Fecal.1.MeOH.RA1.35.mzML.1	X39118.mzXML.1	X38938.mzXML.1	M.512.mzML.1	X17NAVY22.V2.20170818.mzML.1	X11713.13.F.13B.mzML.1	X11713.11.F.11F.mzML.1	X38781.mzXML.1	X38719.mzXML.1	BP000096957.n.mzML.1	X11713.3.F.3B.mzML.1	X15NAVY03.V2.20151211.mzML.1	X17NAVY18.V2.20170305.mzML.1	X11713.7.F.7B.mzML.1	X11713.15.F.15F.mzML.1	X38879.mzXML.1	X38765.mzXML.1	X38713.mzXML.1	X11713.5.F.5C.mzML.1	X38889.mzXML.1	X16NAVY05.V2.20160228.40772.mzML.1	X38736.mzXML.1	X38797.mzXML.1	X38825.mzXML.1	X38822.mzXML.1	X38915.mzXML.1	M.448.mzML.1	X38992.mzXML.1	X38730.mzXML.1	BP000098451.p.mzML.1	M.627.mzML.1	Fecal.2.5EtOH.5H2O.RB10.165.mzML.1	X16NAVY15.V2.20161205.mzML.1	X17NAVY24.V1.20170911.mzML.1	X39110.mzXML.1	X38972.mzXML.1	BP000096941.n.mzML.1	BP000098355.n.mzML.1	BP000096877.n.mzML.1	dhmc.9.10.mzML.1	Fecal.1.9MeOH.1H2O.RA2.67.mzML.1	X38894.mzXML.1	X11713.23.F.23F.mzML.1	X11713.23.F.23C.mzML.1	BP000097005.p.mzML.1	X38943.mzXML.1	X11713.21.F.21B.mzML.1	Fecal.2.5EtOH.5H2O.RB10.163.mzML.1	X16NAVY14.V1.20161027.mzML.1	X38962.mzXML.1	X38779.mzXML.1	X11713.17.F.17B.mzML.1	X11713.20.F.20A.mzML.1	X38936.mzXML.1	X11713.15.F.15D.mzML.1	X38859.mzXML.1	BP000097021.n.mzML.1	Fecal.2.ACN.RB8.54.mzML.1	X39048.mzXML.1	Fecal.2.5MeOH.5H2O.RB6.167.mzML.1	BP000096989.p.mzML.1	X11713.25.F.25E.mzML.1	X38977.mzXML.1	X17NAVY22.V1.20170730.mzML.1	X18NAVY27.V1.20180122.mzML.1	X18NAVY30.V1.20180125.mzML.1	X38702.mzXML.1	X39135.mzXML.1	X38761.mzXML.1	X11713.22.F.22A.mzML.1	X38739.mzXML.1	BP000097185.p.mzML.1	X11713.17.F.17C.mzML.1	X72844.mzML.1	BP000096845.p.mzML.1	X72846.mzML.1	X38772.mzXML.1	Fecal.2.3ACN.3IPA.2H2O.RB11.203.mzML.1	BP000097005.n.mzML.1	X38914.mzXML.1	X38829.mzXML.1	X11713.16.F.16C.mzML.1	X16NAVY15.V1.20161112.mzML.1	X38904.mzXML.1	X38896.mzXML.1	X38692.mzXML.1	X39125.mzXML.1	BP000096861.p.mzML.1	X38973.mzXML.1	Fecal.2.MeOH.RB1.37.mzML.1	X38905.mzXML.1	Fecal.1.6MeOH.4H2O.RA5.132.mzML.1	BP000096925.n.mzML.1	X38817.mzXML.1	X38803.mzXML.1	X39119.mzXML.1	X39049.mzXML.1	X38756.mzXML.1	Fecal.1.7MeOH.3H2O.RA4.102.mzML.1	X11713.17.F.17F.mzML.1	X39126.mzXML.1	X16NAVY12.V2.20160813.mzML.1	X11713.4.F.4D.mzML.1	X38991.mzXML.1	X38758.mzXML.1	Fecal.1.8MeOH.2H2O.RA3.81.mzML.1	X38965.mzXML.1	X11713.8.F.8C.mzML.1	X11713.9.F.9F.mzML.1	X11713.2.F.2F.mzML.1	X11713.24.F.24D.mzML.1	M.227.mzML.1	Fecal.2.MeOH.RB1.38.mzML.1	Fecal.2.5EtOH.5H2O.RB10.164.mzML.1	X11713.21.F.21C.WYE4.mzML.1	X38813.mzXML.1	X11713.24.F.24B.mzML.1	X17NAVY22.V2.20170820.mzML.1	X38717.mzXML.1	X11713.4.F.4E.mzML.1	X39014.mzXML.1	X39022.mzXML.1	X11713.14.F.14A.mzML.1	X11713.13.F.13A.mzML.1	X16NAVY13.V2.20161008.mzML.1	X38705.mzXML.1	BP000097077.n.mzML.1	M.192.mzML.1	X17NAVY18.V1.20170212.mzML.1	X38819.mzXML.1	BP000097169.n.mzML.1	Fecal.1.MeOH.RA1.33.mzML.1	X38755.mzXML.1	X38732.mzXML.1	X38844.mzXML.1	M.240.mzML.1	X38749.mzXML.1	Fecal.1.5MeOH.5H2O.RA6.156.mzML.1	X38747.mzXML.1	M.451.mzML.1	Fecal.1.5MeOH.5H2O.RA6.155.mzML.1	X38892.mzXML.1	X38723.mzXML.1	X38703.mzXML.1	X18NAVY27.V1.20180121.mzML.1	X39146.mzXML.1	BP000098371.p.mzML.1	X39038.mzXML.1	Fecal.1.ACN.RA8.50.mzML.1	X38760.mzXML.1	X38996.mzXML.1	X38818.mzXML.1	X18NAVY32.V2.20180413.mzML.1	dhmc.6.10.mzML.1	X11713.8.F.8B.mzML.1	X38848.mzXML.1	X39128.mzXML.1	X39027.mzXML.1	X18NAVY30.V2.20180219.mzML.1	X38990.mzXML.1	X11713.22.F.22F.mzML.1	X38786.mzXML.1	X39142.mzXML.1	X38862.mzXML.1	X38928.mzXML.1	X38828.mzXML.1	X11713.10.F.10D.mzML.1	X38867.mzXML.1	M.643.mzML.1	BP000097029.n.mzML.1	X39105.mzXML.1	X17NAVY24.V2.20171002.mzML.1	X18NAVY28.V1.20180326.mzML.1	BP000098427.p.mzML.1	X38741.mzXML.1	X38957.mzXML.1	X38901.mzXML.1	Fecal.2.8MeOH.2H2O.RB3.85.mzML.1	X11713.7.F.7A.mzML.1	X38986.mzXML.1	X38787.mzXML.1	Fecal.1.3ACN.3IPA.2H2O.RA11.200.mzML.1	X11713.9.F.9G.mzML.1	X18NAVY32.V2.20180416.mzML.1	X38981.mzXML.1	Fecal.1.7ACN.3H2O.RA9.159.mzML.1	BP000098379.n.mzML.1	BP000098403.n.mzML.1	X38876.mzXML.1	X38989.mzXML.1	X38783.mzXML.1	X38766.mzXML.1	X39114.mzXML.1	X38811.mzXML.1	X11713.1.F.1A.mzML.1	X11713.13.F.13E.mzML.1	X16NAVY14.V2.20161118.mzML.1	X16NAVY15.V2.20161202.mzML.1	X38743.mzXML.1	X38882.mzXML.1	BP000097153.p.mzML.1	X38926.mzXML.1	X38708.mzXML.1	X38877.mzXML.1	Fecal.2.3ACN.3IPA.2H2O.RB11.204.mzML.1	X11713.16.F.16F.mzML.1	X38907.mzXML.1	Fecal.1.5EtOH.5H2O.RA10.153.mzML.1	dhmc.7.10.mzML.1	X11713.18.F.18F.mzML.1	X38792.mzXML.1	X16NAVY11.V2.20160712.mzML.1	dhmc.8.10.mzML.1	BP000096845.n.mzML.1	X38722.mzXML.1	Fecal.2.5MeOH.5ACN.RB7.122.mzML.1	BP000097185.n.mzML.1	X38976.mzXML.1	X38873.mzXML.1	X38841.mzXML.1	X38706.mzXML.1	X11713.11.F.11A.mzML.1	X11713.5.F.5B.mzML.1	X38955.mzXML.1	BP000096965.p.mzML.1	X38716.mzXML.1	X39138.mzXML.1	X11713.2.F.2C.mzML.1	Fecal.2.ACN.RB8.55.mzML.1	X38774.mzXML.1	X11713.14.F.14C.mzML.1	X72849.mzML.1	X39047.mzXML.1	X72847.mzML.1	BP000098483.p.mzML.1	Fecal.1.7MeOH.3H2O.RA4.100.mzML.1	X38908.mzXML.1	M.496.mzML.1	X11713.8.F.8A.mzML.1	X11713.10.F.10G.mzML.1	X38785.mzXML.1	X15NAVY03.V1.20151123.mzML.1	X17NAVY24.V1.20170908.mzML.1	X39025.mzXML.1	X38949.mzXML.1	X38961.mzXML.1	X38872.mzXML.1	Fecal.2.5MeOH.5ACN.RB7.120.mzML.1	X39108.mzXML.1	BP000097169.p.mzML.1	X39149.mzXML.1	X39095.mzXML.1	X11713.12.F.8.12A.mzML.1	X38950.mzXML.1	M.211.mzML.1	BP000098387.n.mzML.1	X38799.mzXML.1	X11713.2.F.2B.mzML.1	X11713.8.F.8E.mzML.1	X38820.mzXML.1	X11713.17.F.17H.mzML.1	X38884.mzXML.1	X72845.mzML.1	X38704.mzXML.1	X11713.19.F.19C.mzML.1	X38823.mzXML.1	X16NAVY11.V1.20160623.mzML.1	dhmc.1.10.mzML.1	X38913.mzXML.1	X38837.mzXML.1	Fecal.1.ACN.RA8.49.mzML.1	BP000097061.n.mzML.1	M.307.mzML.1	BP000098483.n.mzML.1	Fecal.1.ACN.RA8.51.mzML.1	X38778.mzXML.1	X38945.mzXML.1	X11713.4.F.4G.mzML.1	X16NAVY13.V2.20161009.180702134755.mzML.1	X39050.mzXML.1	X11713.8.F.8F.mzML.1	X38959.mzXML.1	X11713.1.F.1C.mzML.1	X38983.mzXML.1	X39133.mzXML.1	BP000098403.p.mzML.1	X38806.mzXML.1	X38947.mzXML.1	X38864.mzXML.1	X38831.mzXML.1	X38707.mzXML.1	X11713.19.F.19D.mzML.1	X16NAVY04.V1.20160128.mzML.1	X11713.2.F.2G.mzML.1	X38852.mzXML.1	X38974.mzXML.1	X38701.mzXML.1	X38830.mzXML.1	X11713.5.F.5D.mzML.1	X38810.mzXML.1	M.675.mzML.1	X11713.16.F.16E.mzML.1	X39015.mzXML.1	BP000096893.n.mzML.1	Fecal.1.3ACN.3IPA.2H2O.RA11.201.mzML.1	M.243.mzML.1	X18NAVY32.V1.20180323.mzML.1	X11713.12.F.12D.mzML.1	X11713.25.F.25A.mzML.1	X11713.18.F.18C.mzML.1	X11713.16.F.16B.mzML.1	X38788.mzXML.1	X38861.mzXML.1	X38694.mzXML.1	X39030.mzXML.1	Fecal.1.9MeOH.1H2O.RA2.65.mzML.1	X11713.16.F.16D.mzML.1	BP000096973.n.mzML.1	X38782.mzXML.1	X38740.mzXML.1	X39051.mzXML.1	X11713.14.F.14B.mzML.1	X38710.mzXML.1	X16NAVY12.V1.20160723.mzML.1	X11713.23.F.23D.mzML.1	X38800.mzXML.1	X38944.mzXML.1	Fecal.2.5MeOH.5H2O.RB6.169.mzML.1	X18NAVY30.V1.20180128.mzML.1	X38855.mzXML.1	Fecal.1.5MeOH.5H2O.RA6.157.mzML.1	BP000096965.n.mzML.1	X38933.mzXML.1	BP000096941.p.mzML.1	BP000096853.p.mzML.1	X38952.mzXML.1	X11713.23.F.23E.mzML.1	X11713.3.F.3E.mzML.1	M.334.mzML.1	X38745.mzXML.1	X38801.mzXML.1	X38880.mzXML.1	X39145.mzXML.1	X38731.mzXML.1	X39127.mzXML.1	X11713.16.F.16A.mzML.1	BP000098427.n.mzML.1	BP000098435.p.mzML.1	M.467.mzML.1	X11713.1.F.1F.mzML.1	BP000096973.p.mzML.1	X16NAVY11.V2.20160713.mzML.1	X39023.mzXML.1	X11713.25.F.25C.mzML.1	X39086.mzXML.1	Fecal.1.7ACN.3H2O.RA9.161.mzML.1	X16NAVY12.V2.20160814.mzML.1	BP000098363.p.mzML.1	X38698.mzXML.1	M.176.mzML.1	X38754.mzXML.1	Fecal.2.8MeOH.2H2O.RB3.87.mzML.1	BP000096877.p.mzML.1	X38998.mzXML.1	X38751.mzXML.1	X11713.18.F.18B.mzML.1	X11713.24.F.24A.mzML.1	X18NAVY32.V2.20180415.mzML.1	M.704.mzML.1	X16NAVY04.V1.20161130.mzML.1	Fecal.2.3ACN.3IPA.2H2O.RB11.205.mzML.1	X11713.18.F.18G.mzML.1	X11713.9.F.9E.mzML.1	X38948.mzXML.1	X11713.9.F.9B.mzML.1	X38971.mzXML.1	Fecal.1.MeOH.RA1.34.mzML.1	X38885.mzXML.1	X38897.mzXML.1	Fecal.2.5MeOH.5ACN.RB7.121.mzML.1	X15NAVY02.V1.20161122.mzML.1	X39147.mzXML.1	X38727.mzXML.1	X38744.mzXML.1	Fecal.1.5EtOH.5H2O.RA10.152.mzML.1	X38827.mzXML.1	M.994.mzML.1	X15NAVY03.V2.20151212.mzML.1	M.499.mzML.1	X17NAVY18.V2.20170303.mzML.1	X11713.7.F.7C.mzML.1	X16NAVY05.V1.14.20160207.mzML.1	X38853.mzXML.1	M.656.mzML.1	Fecal.1.8MeOH.2H2O.RA3.82.mzML.1	X38804.mzXML.1	Fecal.2.ACN.RB8.53.mzML.1	X38997.mzXML.1	X11713.8.F.8D.mzML.1	X38763.mzXML.1	X38833.mzXML.1	X38718.mzXML.1	BP000096893.p.mzML.1	X38839.mzXML.1	X38900.mzXML.1	X38729.mzXML.1	M.355.mzML.1	X16NAVY13.V1.20160917.180702233748.mzML.1	X11713.15.F.15H.mzML.1	X38954.mzXML.1	X38735.mzXML.1	M.483.mzML.1	BP000097029.p.mzML.1	X39112.mzXML.1	X11713.19.F.19B.WYD9.mzML.1	X17NAVY18.V2.20170306.mzML.1	X16NAVY15.V1.20161113.mzML.1	X38886.mzXML.1	BP000097077.p.mzML.1	X11713.25.F.25B.mzML.1	X17NAVY18.V1.20170210.mzML.1	X11713.20.F.20D.mzML.1	X38902.mzXML.1	BP000096925.p.mzML.1	X38898.mzXML.1	X38846.mzXML.1	BP000098467.p.mzML.1	X17NAVY24.V2.20171001.mzML.1	Fecal.2.7ACN.3H2O.RB9.171.mzML.1	X38733.mzXML.1	Fecal.2.6MeOH.4H2O.RB5.136.mzML.1	Fecal.1.5MeOH.5ACN.RA7.118.mzML.1	X38871.mzXML.1	M.435.mzML.1	X11713.23.F.23A.mzML.1	X11713.11.F.11C.mzML.1	Fecal.2.5MeOH.5H2O.RB6.168.mzML.1	BP000098339.n.mzML.1	BP000098387.p.mzML.1	X11713.6.F.6A.WYH2.mzML.1	X38895.mzXML.1	X39109.mzXML.1	BP000098435.n.mzML.1	X38903.mzXML.1	X11713.5.F.5F.mzML.1	X39090.mzXML.1	X18NAVY27.V2.20180209.mzML.1	BP000096853.n.mzML.1	X11713.21.F.21D.mzML.1	Fecal.2.6MeOH.4H2O.RB5.138.mzML.1	Fecal.2.8MeOH.2H2O.RB3.86.mzML.1	Fecal.1.9MeOH.1H2O.RA2.66.mzML.1	X38912.mzXML.1	X18NAVY28.V1.20180323.mzML.1	X39136.mzXML.1	X11713.10.F.10B.mzML.1	X38909.mzXML.1	X38812.mzXML.1	Fecal.2.6MeOH.4H2O.RB5.137.mzML.1	mayo.1.10.mzML.1	X39029.mzXML.1	X38802.mzXML.1	X39143.mzXML.1	X38699.mzXML.1	X38832.mzXML.1	Fecal.2.7MeOH.3H2O.RB4.105.mzML.1	M.208.mzML.1	X16NAVY14.V2.20161119.mzML.1	X38969.mzXML.1	Fecal.1.5EtOH.5H2O.RA10.151.mzML.1	X38953.mzXML.1	X38769.mzXML.1	X39115.mzXML.1	X38835.mzXML.1	BP000098499.p.mzML.1	X38734.mzXML.1	X38824.mzXML.1	M.864.mzML.1	X15NAVY02.V1.20151121.mzML.1	X38724.mzXML.1	X38826.mzXML.1	X38888.mzXML.1	X11713.4.F.4B.mzML.1	M.160.mzML.1	Fecal.1.3ACN.3IPA.2H2O.RA11.199.mzML.1	X38693.mzXML.1	Fecal.2.7ACN.3H2O.RB9.173.mzML.1	BP000096861.n.mzML.1	X38849.mzXML.1	Fecal.1.7ACN.3H2O.RA9.160.mzML.1	X11713.4.F.4F.mzML.1	X72848.mzML.1	X38874.mzXML.1	X39057.mzXML.1	X39028.mzXML.1	BP000098339.p.mzML.1	X38994.mzXML.1	X72851.mzML.1	X11713.20.F.20C.mzML.1	X38700.mzXML.1	X38847.mzXML.1	X11713.10.F.10A.mzML.1	X39111.mzXML.1	X38775.mzXML.1	X16NAVY14.V1.20161028.mzML.1	X39121.mzXML.1	X11713.17.F.17E.mzML.1	X16NAVY08.V2.20160314.mzML.1	X11713.3.F.3C.mzML.1	X39117.mzXML.1	X38753.mzXML.1	X38711.mzXML.1	X72843.mzML.1	BP000096909.p.mzML.1	X38814.mzXML.1	X39122.mzXML.1	X16NAVY15.V2.20161203.mzML.1	X38784.mzXML.1	X11713.2.F.6.2E.mzML.1	X38836.mzXML.1	X38795.mzXML.1	X38728.mzXML.1
\((r)-4-((3r,5s,7s,8r,9s,10s,12s,13r,14s,17r)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1h-cyclopenta[a]phenanthren-17-yl)pentanoyl)glycine\	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29717600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102064000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11432200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60317900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2324550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38681100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6255660	0	0	10431400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13334700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29217800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35129800	0	0	0	0	26981400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
\(2s,6r)-2-methyl-6-((3r,5s,7r,9s,10s,12s,13r,14s,17r)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1h-cyclopenta[a]phenanthren-17-yl)heptanoic acid\	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3560920	0	0	0	0	0	0	0	2792410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3677630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1595750	0	0	0	0	1198010	0	0	0	0	9909270	0	6701480	0	9829270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565293	11481300	0	9499570	717601	8347020	11761476	3883500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24112600	9173060	0	6664440	0	0	0	0	0	5542180	0	0	0	0	0	9032560	0	0	0	0	0	0	498598	1136970	0	0	0	0	0	0	0	0	0	0	0	0	0	17354900	0	0	0	0	0	1879010	0	0	0	0	433505	0	0	0	773326	0	0	0	0	4586640	0	0	0	0	0	0	0	0	5553554	0	16659200	0	0	0	0	8935420	0	14953600	0	0	0	0	9855890	0	0	0	0	0	0	1592860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7205360	0	0	0	0	0	5809890	0	0	3879610	0	0	0	0	0	0	0	821983	0	0	0	0	0	0	0	0	0	0	0	2603180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1559210	868612	0	0	0	7067360	0	0	0	7461420	0	0	0	0	0	0	0	0	0	0	0	0	6286570	0	0	0	0	0	1915470	0	0	3278400	0	0	0	0	0	0	6544570	2057200	0	0	5440250	0	0	0	0	0	0	7641110	3425860	0	0	0	0	0	0	480841	0	8469460	0	5212890	0	0	0	0	0	0	0	0	0	2410760	0	0	0	0	0	0	0	0	0	0	0	1125060	0	0	0	0	0	0	0	241026	0	0	677982	0	0	0	462876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5997990	0	0	0	0	0	0	0	0	0	0	0	0	0	6374890	0	0	0	0	0	0	0	0	0	0	9346900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3412990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10071400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1384220	0	0	0	0	0	8472350	0	0	0	0	0	0	24722100	2854570	0	0	0	0	0	0	0	0	0	11044500	1702890	0	0	0	0	0	4100190	0	4419760	0	0	0	0	0	0	0	0	0	0	0	0	5427970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10272700	0	0	0	0	1089900	0	0	0	0	0	0	0	0	0	0	0	0	1288390	0	0	0	3088150	0	0	0	0	0	0	0	0	0	0	0	0	29937700	0	0	4390250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6335220	0	0	0	0	9604670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3803630	0	0	0	0
