PlotOrder,UNC,GLY,TAU,AA,OXO,SUL,tetra
209,0.492128905,0.114432184,0.210590262,0,0.105171856,0,0.077676793
210,0.492960816,0.085541651,0.070873673,0,0.02966687,0.002343899,0.31861309
211,0.494234475,0.004846761,0,0.00253782,0.492853346,0,0.005527599
212,0.499296622,0.056490031,0.091233656,0,0.352979691,0,0
213,0.499841007,0.002442652,0,0,0.47925728,0,0.018459061
214,0.500270889,0.002109322,0.004748234,0,0.489551295,0,0.003320259
215,0.504783586,0,0,0,0.379492011,0.021737173,0.09398723
216,0.506421781,0.010049696,0,0,0.464019837,0,0.019508686
217,0.506518586,0,0,0.005536686,0.456342766,0,0.031601962
218,0.506861349,0.000522671,0.00351833,0.001624695,0.458290114,0.012269991,0.016912849
219,0.508512746,0.004280476,0.014528961,0.020776014,0.394872785,0,0.057029018
220,0.514276237,0.009067144,0,0,0.476656619,0,0
221,0.521677825,0,0,0.001004736,0.428514304,0,0.048803135
222,0.522648647,0.004205456,0,0.001492434,0.468607859,0,0.003045605
223,0.526179771,0.003065979,0,0.002229881,0.433523762,0,0.035000607
224,0.53565201,0.022443887,0,0,0.441904103,0,0
225,0.543077914,0,0,0,0.44288666,0,0.014035426
226,0.544387991,0.231561102,0,0,0.224050907,0,0
227,0.550967088,0.001403376,0,0,0.443905535,0,0.003724
228,0.551215654,0.003876457,0,0,0.444907889,0,0
229,0.551752741,0,0,0,0.420294688,0,0.027952571
230,0.560395389,0,0,0.005228089,0.072392897,0,0.361983625
231,0.563718728,0.003903695,0,0,0.410609536,0,0.021768042
232,0.566389106,0.013559524,0,0,0.406500403,0.002654373,0.010896595
233,0.567925961,0.063115197,0.122573996,0,0.230903884,0,0.015480962
234,0.568941378,0,0,0,0.430469739,0,0.000588883
235,0.585434481,0.000521771,0,0,0.414043748,0,0
236,0.588629938,0,0.062402709,0.003497311,0.332152215,0.013317827,0
237,0.592673765,0,0,0,0.407326235,0,0
238,0.599582626,0.009307411,0,0,0.161850678,0,0.229259284
239,0.60457601,0.001816786,0.002290674,0.003385794,0.307342925,0.007369515,0.073218296
240,0.610717934,0,0,0,0.389282066,0,0
241,0.611642572,0,0,0.006534087,0.365609059,0.001827257,0.014387025
242,0.613151071,0.021672458,0.069455692,0.013216651,0.107128344,0,0.175375784
243,0.613342231,0.038642642,0.13209846,0,0.069265586,0,0.146651082
244,0.618869566,0,0,0.013573515,0.313368571,0.002430411,0.051757937
245,0.635922098,0,0,0.001312695,0.353957065,0,0.008808141
246,0.639032394,0.002549155,0.00617241,0.010203857,0.282409948,0.004500601,0.055131635
247,0.639183566,0,0,0,0.348823928,0.002093388,0.009899117
248,0.647317027,0.010893526,0,0,0.333092589,0,0.008696857
249,0.656194488,0.003869757,0,0,0.225099413,0.00673979,0.108096552
250,0.658474243,0,0.05142519,0,0.290100566,0,0
251,0.670986816,0,0,0,0.270083652,0.012601635,0.046327897
252,0.674704498,0.00122714,0,0.018912179,0.23343918,0.001000286,0.070716717
253,0.676815792,0,0.135869246,0.002394372,0.18492059,0,0
254,0.680194127,0.002799658,0.017872804,0,0.276194653,0,0.022938758
255,0.681926962,0.006453767,0,0.003845265,0.307774006,0,0
256,0.684358158,0.038791565,0.003085945,0.01411757,0.25388658,0,0.005760181
257,0.69291277,0,0,0,0.30708723,0,0
258,0.695436416,0,0,0,0.294644545,0,0.009919039
259,0.703469813,0.014758695,0.132267343,0,0.049415269,0.002181864,0.097907017
260,0.704200837,0.110976848,0.149456536,0.002009734,0.033356045,0,0
261,0.710408855,0,0,0.000940758,0.260280838,0.002679193,0.025690356
262,0.711214608,0.01395558,0.004812066,0.000800441,0.245414222,0,0.023803083
263,0.715722908,0.00489937,0.001685397,0.000767468,0.262720718,0,0.01420414
264,0.717624259,0.007124403,0.007584131,0.00067773,0.264432571,0,0.002556905
265,0.724800939,0.048353954,0.091260954,0,0.119205045,0.001264594,0.015114514
266,0.725236435,0.045996791,0,0,0.228766774,0,0
267,0.727168303,0.011263869,0.020874059,0.00267019,0.155549384,0.023010253,0.059463942
268,0.735877449,0.004593634,0.092550445,0.044203513,0.025537237,0.001454076,0.095783648
269,0.73914687,0,0,0,0.201522121,0.008670821,0.050660188
270,0.739324031,0.017081281,0.015419666,0,0.216481294,0,0.011693728
271,0.747580498,0,0,0,0.252419502,0,0
272,0.753068684,0.004096981,0.039795829,0.000145731,0.110044745,0,0.09284803
273,0.762231214,0.004961704,0.002368608,0,0.200579858,0.029858616,0
274,0.76678558,0.000145221,0.012007681,0.009243494,0.023186534,0,0.18863149
275,0.76784414,0.027927549,0.185278341,0,0.001680025,0,0.017269945
276,0.767969418,0,0,0.002334928,0.182792209,0,0.046903445
277,0.774979757,0.005872096,0,0.001797658,0.185223865,0,0.032126624
278,0.77991361,0.018779743,0,0,0.201306647,0,0
279,0.789163388,0.04967003,0.005316323,0,0.053327034,0,0.102523225
280,0.804550912,0,0,0,0.084445287,0.009881662,0.10112214
281,0.806842315,0.002146041,0.001327647,0.001295767,0.144004458,0,0.044383771
282,0.807549764,0.005238625,0.016268094,0.031690518,0.101820009,0.002220462,0.035212527
283,0.807617434,0.010333922,0,0,0,0,0.182048644
284,0.81786318,0,0.003501375,0.002318742,0.07859092,0.003895266,0.093830518
285,0.823383563,0,0,0.00849007,0.131749128,0,0.036377239
286,0.827490086,0.01966146,0.016852939,0,0.029996931,0,0.105998583
287,0.830921523,0.002254707,0.010844836,0.000109216,0.133345901,0.00942531,0.013098506
288,0.870292384,0,0.006987519,0.001426556,0.092841873,0.002049295,0.026402373
289,0.872674472,0,0.127325528,0,0,0,0
290,0.87370551,0,0,0,0.03156237,0,0.09473212
291,0.883091805,0.007049686,0.038018581,0,0.041460042,0,0.030379886
292,0.890142869,0,0.018954498,0.004196525,0.025084397,0.003974835,0.057646877
293,0.891043663,0,0,0,0.106462627,0,0.00249371
294,0.894276707,0,0,0,0.053832367,0,0.051890927
295,0.900914242,0,0.036550067,0,0.062535691,0,0
296,0.902400495,0,0,0,0.085540073,0.002997523,0.009061909
297,0.903509444,0.048762567,0.047727989,0,0,0,0
298,0.903907421,0.002682575,0,0.008313929,0.076259489,0.004426451,0.004410135
299,0.905238194,0.006343063,0.004348703,0.004958679,0.051432151,0.005849404,0.021829805
300,0.906412513,0.009818069,0.057423762,0.007807008,0.014845208,0,0.00369344
301,0.908421062,0,0.074839819,0,0,0.009370427,0.007368692
302,0.912859201,0,0.010098061,0,0.045902505,0,0.031140232
303,0.913451582,0,0,0.00431252,0,0,0.082235898
304,0.919283754,0.001265409,0.009967895,0.018379182,0.051103761,0,0
305,0.924723775,0.003011319,0,0.003465205,0.068799701,0,0
306,0.925294976,0.002025012,0,0.003489562,0.054545756,0,0.014644694
307,0.928725352,0,0,0,0,0.014662176,0.056612472
308,0.933365216,0,0.00085703,0,0.053687088,0.008303351,0.003787316
309,0.934986282,0,0.037566708,0,0.021574299,0.005872712,0
310,0.936488786,0,0.016608424,0,0.02554593,0,0.021356861
311,0.939520784,0.00030978,0.030148891,0.006083019,0.008936464,0,0.015001062
312,0.943440748,0.012316752,0,0.000385367,0.032210503,0,0.01164663
313,0.949064892,0,0,0,0.050935108,0,0
314,0.952770575,0,0,0,0.047229425,0,0
315,0.953839536,0,0,0,0,0,0.046160464
316,0.954063074,0,0,0,0.045936926,0,0
317,0.956217881,0,0.003524893,0,0.040257226,0,0
318,0.958213558,0,0.023643301,0,0.018143141,0,0
319,0.96374616,0.022782144,0,0.011612135,0,0.00185956,0
320,0.967569602,0.002017474,0.008088213,0,0.022324711,0,0
321,0.970100683,0,0,0,0,0,0.029899317
322,0.970287718,0.001766184,0,0,0.016134968,0,0.011811129
323,0.970855514,0,0,0,0.029144486,0,0
324,0.971533625,0,0,0.001028559,0.027437815,0,0
325,0.975189238,0,0,0.001564988,0.001484326,0.021761448,0
326,0.975622262,0.004532421,0,0.010562812,0.009282504,0,0
327,0.975845648,0.001013543,0.011087267,0.001115017,0.006533994,0.003553316,0.000851215
328,0.980531097,0,0,0,0.009437656,0,0.010031246
329,0.981455071,0,0,0,0.018544929,0,0
330,0.982153505,0.00117292,6.97E-05,0.001868443,0.012304558,0,0.002430916
331,0.989406338,0.002395488,0.002234506,0,0.001147562,0.004182649,0.000633456
332,0.992283876,0,0,0.003193021,0,0,0.004523103
333,0.994237,0,0.005763,0,0,0,0
334,1,0,0,0,0,0,0
335,1,0,0,0,0,0,0
336,1,0,0,0,0,0,0
337,1,0,0,0,0,0,0
338,1,0,0,0,0,0,0
339,1,0,0,0,0,0,0
340,1,0,0,0,0,0,0
341,1,0,0,0,0,0,0
342,1,0,0,0,0,0,0
343,1,0,0,0,0,0,0
344,1,0,0,0,0,0,0
345,1,0,0,0,0,0,0
346,1,0,0,0,0,0,0
