Scan,17NAVY25_10_plasma.mzML,15NAVY03_19_plasma.mzML,15NAVY02_20_plasma.mzML,16NAVY13_13_plasma.mzML,16NAVY13_16_plasma.mzML,18NAVY32_12_plasma.mzML,15NAVY02_11_plasma.mzML,17NAVY18_13_plasma.mzML,410_Plasma.mzML,332_Plasma.mzML,17NAVY19_4_plasma.mzML,374_Plasma.mzML,17NAVY24_2_plasma.mzML,16NAVY15_8_plasma.mzML,384_Plasma.mzML,18NAVY32_15_plasma.mzML,18NAVY32_2_plasma.mzML,404_Plasma.mzML,18NAVY30_1_plasma.mzML,16NAVY04_10_plasma.mzML,485_Plasma.mzML,16NAVY13_10_plasma.mzML,17NAVY18_8_plasma.mzML,17NAVY18_17_plasma.mzML,18NAVY30_11_plasma.mzML,519_Plasma.mzML,16NAVY15_16_plasma.mzML,17NAVY24_10_plasma.mzML,16NAVY13_19_plasma.mzML,18NAVY32_5_plasma.mzML,16NAVY13_4_plasma.mzML,16NAVY15_9_plasma.mzML,340_Plasma.mzML,17NAVY25_5_plasma.mzML,18NAVY27_10_plasma.mzML,18NAVY32_1_plasma.mzML,17NAVY19_9_plasma.mzML,16NAVY04_11_plasma.mzML,17NAVY18_5_plasma.mzML,15NAVY02_9_plasma.mzML,16NAVY09_11_plasma.mzML,16NAVY09_20_plasma.mzML,15NAVY03_14_plasma.mzML,392_Plasma.mzML,17NAVY18_14_plasma.mzML,18NAVY30_15_plasma.mzML,15NAVY03_1_plasma.mzML,16NAVY13_8_plasma.mzML,16NAVY09_9_plasma.mzML,17NAVY19_3_plasma.mzML,18NAVY30_13_plasma.mzML,17NAVY25_1_plasma.mzML,344_Plasma.mzML,15NAVY02_8_plasma.mzML,406_Plasma.mzML,15NAVY03_16_plasma.mzML,15NAVY02_16_plasma.mzML,15NAVY02_4_plasma.mzML,16NAVY05_3_plasma.mzML,17NAVY24_14_plasma.mzML,16NAVY05_19_plasma.mzML,18NAVY32_11_plasma.mzML,15NAVY02_2_plasma.mzML,473_Plasma.mzML,16NAVY09_12_plasma.mzML,426_Plasma.mzML,18NAVY27_14_plasma.mzML,422_Plasma.mzML,16NAVY15_14_plasma.mzML,380_Plasma.mzML,18NAVY27_19_plasma.mzML,17NAVY24_13_plasma.mzML,342_Plasma.mzML,17NAVY24_19_plasma.mzML,17NAVY25_7_plasma.mzML,479_Plasma.mzML,517_Plasma.mzML,18NAVY30_18_plasma.mzML,16NAVY15_6_plasma.mzML,17NAVY25_3_plasma.mzML,18NAVY27_1_plasma.mzML,16NAVY05_12_plasma.mzML,15NAVY02_19_plasma.mzML,15NAVY02_17_plasma.mzML,18NAVY30_14_plasma.mzML,18NAVY27_4_plasma.mzML,15NAVY03_18_plasma.mzML,18NAVY30_2_plasma.mzML,16NAVY05_9_plasma.mzML,368_Plasma_20191118051546.mzML,360_Plasma_20191118041830.mzML,16NAVY04_15_plasma.mzML,416_Plasma.mzML,17NAVY24_17_plasma.mzML,17NAVY24_16_plasma.mzML,17NAVY24_6_plasma.mzML,18NAVY27_5_plasma.mzML,18NAVY30_7_plasma.mzML,16NAVY15_18_plasma.mzML,18NAVY30_6_plasma.mzML,18NAVY27_20_plasma.mzML,16NAVY04_12_plasma.mzML,15NAVY02_14_plasma.mzML,17NAVY24_20_plasma.mzML,17NAVY19_6_plasma.mzML,17NAVY24_4_plasma.mzML,17NAVY18_2_plasma.mzML,16NAVY04_17_plasma.mzML,16NAVY05_4_plasma.mzML,15NAVY03_20_plasma.mzML,18NAVY32_6_plasma.mzML,16NAVY13_7_plasma.mzML,434_Plasma.mzML,18NAVY30_10_plasma.mzML,16NAVY05_2_plasma.mzML,502_Plasma.mzML,16NAVY15_10_plasma.mzML,17NAVY18_7_plasma.mzML,16NAVY15_11_plasma.mzML,330_Plasma.mzML,16NAVY05_7_plasma.mzML,16NAVY13_6_plasma.mzML,16NAVY04_3_plasma.mzML,16NAVY09_15_plasma.mzML,16NAVY05_11_plasma.mzML,17NAVY24_5_plasma.mzML,16NAVY13_2_plasma.mzML,15NAVY02_7_plasma.mzML,16NAVY05_5_plasma.mzML,504_Plasma.mzML,15NAVY03_9_plasma.mzML,17NAVY18_6_plasma.mzML,17NAVY24_9_plasma.mzML,18NAVY32_4_plasma.mzML,16NAVY05_10_plasma.mzML,16NAVY04_16_plasma.mzML,16NAVY04_13_plasma.mzML,17NAVY24_18_plasma.mzML,18NAVY27_7_plasma.mzML,15NAVY03_4_plasma.mzML,17NAVY24_12_plasma.mzML,16NAVY15_15_plasma.mzML,18NAVY27_11_plasma.mzML,18NAVY30_12_plasma.mzML,16NAVY09_3_plasma.mzML,17NAVY19_1_plasma.mzML,18NAVY32_16_plasma.mzML,16NAVY15_7_plasma.mzML,16NAVY09_8_plasma.mzML,18NAVY32_14_plasma.mzML,15NAVY02_12_plasma.mzML,388_Plasma.mzML,408_Plasma_20191118055604.mzML,16NAVY05_18_plasma.mzML,15NAVY03_3_plasma.mzML,15NAVY03_13_plasma.mzML,328_Plasma.mzML,17NAVY24_1_plasma.mzML,16NAVY05_17_plasma.mzML,16NAVY09_10_plasma.mzML,15NAVY02_6_plasma.mzML,18NAVY27_18_plasma.mzML,16NAVY15_20_plasma.mzML,15NAVY03_2_plasma.mzML,356_Plasma_20191118035138.mzML,18NAVY32_13_plasma.mzML,16NAVY05_8_plasma.mzML,16NAVY13_9_plasma.mzML,16NAVY05_13_plasma.mzML,498_Plasma.mzML,18NAVY27_8_plasma.mzML,18NAVY30_16_plasma.mzML,17NAVY18_12_plasma.mzML,15NAVY02_1_plasma.mzML,16NAVY15_5_plasma.mzML,376_Plasma.mzML,16NAVY09_18_plasma.mzML,16NAVY04_1_plasma.mzML,18NAVY30_3_plasma.mzML,18NAVY32_7_plasma.mzML,348_Plasma_20191118024056.mzML,16NAVY13_20_plasma.mzML,414_Plasma.mzML,18NAVY27_2_plasma.mzML,511_Plasma.mzML,16NAVY04_9_plasma.mzML,17NAVY18_3_plasma.mzML,15NAVY02_15_plasma.mzML,444_Plasma.mzML,18NAVY27_16_plasma.mzML,16NAVY05_16_plasma.mzML,16NAVY13_15_plasma.mzML,509_Plasma.mzML,16NAVY04_18_plasma.mzML,424_Plasma.mzML,390_Plasma.mzML,17NAVY24_11_plasma.mzML,18NAVY32_10_plasma.mzML,18NAVY27_13_plasma.mzML,16NAVY15_1_plasma.mzML,18NAVY30_8_plasma.mzML,17NAVY18_20_plasma.mzML,15NAVY03_6_plasma.mzML,17NAVY25_9_plasma.mzML,16NAVY13_14_plasma.mzML,18NAVY30_5_plasma.mzML,16NAVY09_19_plasma.mzML,362_Plasma_20191118043156.mzML,17NAVY18_9_plasma.mzML,16NAVY13_11_plasma.mzML,17NAVY19_2_plasma.mzML,16NAVY09_1_plasma.mzML,16NAVY04_20_plasma.mzML,17NAVY18_10_plasma.mzML,436_Plasma.mzML,16NAVY15_17_plasma.mzML,17NAVY24_7_plasma.mzML,15NAVY03_11_plasma.mzML,16NAVY05_6_plasma.mzML,16NAVY13_3_plasma.mzML,386_Plasma_20191118054238.mzML,15NAVY02_13_plasma.mzML,17NAVY19_8_plasma.mzML,17NAVY18_4_plasma.mzML,16NAVY09_14_plasma.mzML,17NAVY25_8_plasma.mzML,16NAVY09_17_plasma.mzML,15NAVY02_18_plasma.mzML,482_Plasma.mzML,396_Plasma.mzML,18NAVY32_20_plasma.mzML,17NAVY25_2_plasma.mzML,15NAVY03_15_plasma.mzML,16NAVY15_13_plasma.mzML,17NAVY19_10_plasma.mzML,334_Plasma.mzML,16NAVY05_20_plasma.mzML,17NAVY24_15_plasma.mzML,16NAVY09_16_plasma.mzML,16NAVY04_6_plasma.mzML,16NAVY13_17_plasma.mzML,17NAVY18_19_plasma.mzML,336_Plasma.mzML,515_Plasma.mzML,15NAVY03_10_plasma.mzML,16NAVY04_2_plasma.mzML,16NAVY13_18_plasma.mzML,17NAVY25_4_plasma.mzML,18NAVY32_17_plasma.mzML,16NAVY15_4_plasma.mzML,398_Plasma.mzML,16NAVY05_14_plasma.mzML,16NAVY04_4_plasma.mzML,16NAVY15_19_plasma.mzML,18NAVY32_19_plasma.mzML,16NAVY15_2_plasma.mzML,18NAVY27_15_plasma.mzML,16NAVY05_1_plasma.mzML,18NAVY27_3_plasma.mzML,350_Plasma_20191118025422.mzML,402_Plasma.mzML,15NAVY03_8_plasma.mzML,16NAVY04_8_plasma.mzML,17NAVY18_11_plasma.mzML,16NAVY15_3_plasma.mzML,18NAVY27_9_plasma.mzML,18NAVY27_6_plasma.mzML,15NAVY02_3_plasma.mzML,17NAVY19_7_plasma.mzML,352_Plasma_20191118030748.mzML,15NAVY02_5_plasma.mzML,18NAVY30_9_plasma.mzML,16NAVY04_7_plasma.mzML,17NAVY24_8_plasma.mzML,17NAVY19_5_plasma.mzML,18NAVY30_17_plasma.mzML,16NAVY04_19_plasma.mzML,17NAVY18_15_plasma.mzML,18NAVY30_19_plasma.mzML,17NAVY24_3_plasma.mzML,16NAVY04_5_plasma.mzML,420_Plasma.mzML,370_Plasma.mzML,442_Plasma.mzML,17NAVY18_1_plasma.mzML,378_Plasma.mzML,430_Plasma_20191118060930.mzML,18NAVY27_12_plasma.mzML,324_Plasma.mzML,17NAVY18_18_plasma.mzML,18NAVY32_3_plasma.mzML,418_Plasma.mzML,16NAVY09_4_plasma.mzML,16NAVY13_1_plasma.mzML
2615,109526,0,0,0,0,0,0,0,0,0,88118.6,0,0,0,0,0,0,0,129186,89643.5,0,0,159905,0,0,0,0,0,0,0,0,105176,0,113762,0,0,0,0,94390.9,0,0,0,0,0,0,93641.5,231609,0,0,0,0,118523,0,0,544517,75615.1,81580.2,75576.7,0,0,332924,0,0,0,0,0,0,0,97716.8,0,0,132298,0,444877.8,76666.7,709024,0,0,0,0,0,0,0,251167.5,80197.1,0,77541.2,131833,0,0,0,0,0,0,121135,0,0,168572,0,604930,129033,0,687436,112871,0,0,85721.8,496314,0,77932,225224,0,0,159588,0,0,0,0,0,0,83030.3,0,0,0,439553,0,0,0,78615.1,0,0,0,80325,0,0,114931,0,0,0,276626,100141,0,0,0,0,0,0,113508,0,0,276904,0,0,580212.2,0,0,0,207487,0,131886,185902,112349,289035,89057.5,0,0,0,0,0,0,0,83248.7,0,79494.2,0,0,119636,192005,216145,94223,0,0,0,0,0,0,0,0,0,390869,0,0,0,100992,0,512522,0,0,0,0,83574.7,0,190980,0,0,138595,91617.1,0,0,0,0,79779.9,0,676702.4,543611,0,0,906806.6,0,114347,0,169064,0,0,0,0,0,247997,0,0,88487.5,213329.8,133863,0,86043.5,0,0,152870,0,0,0,0,0,0,0,0,0,96115,0,153475,0,352408.5,665649,97985.1,0,0,108919,0,87011.3,0,0,910023,0,0,55988.4,223737,77842,0,81979.7,0,0,0,0,0,89468.6,349371.6,0,116384,0,0,88795.8,0,0,0,0,0,0,281851.5,0,0,87220.8,546780,0,78288
46236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453703,0,0,0,0,0,0,0,0,0,0,0
79259,0,0,0,215623,0,0,0,0,0,0,0,0,0,131902,0,0,0,0,0,0,0,0,0,0,0,0,0,106689,183573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98718.8,0,0,78553.6,0,0,0,0,0,0,0,0,157635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179990,0,0,0,0,0,0,0,0,187439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94366.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354026,0,0,0,0,0,0,0,87913.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199252,0,0,0,0,0,0,0,0,0,0,0,0,0,134841,0,0,0,0,87799.3,0,0,0,0,0,0,132518,0,0,86010.5,0,0,0,0,0,0,0,0,358130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81677,0,0,0,0,0,0,0,0,0,1561580,0,13222400,0,0,859302,0,0,2010000,0,0,1140100,0,0,0,0,4765940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7282870,0,0,0,0,0,0,0,0,0,0,2458810,0,0,0,0,0,0,0,0,2186240,0,2654280,0,2135770,0,3670020,0,0,0,0,0,1443690,1479880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419250,0,0,927939,0,0,0,861810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2541790,0,0,0,0,0,0,0,0,0,0,0,0,1261970,0,0,0,0,0,2041060,0,0,0,0,1510820,0,4147670,0,2274550,0,0,0,1539290,0,0,0,2765180,0,2975840,855493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4030270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1895780,0,0,0,0,0,1311140,0,0,0,0,0,0,1067870,0,0,0,0,0,0,0,1980070,0,0,0,0,0,0,0,0,1170710,1731810,0,0,0,0,0,0,0,0,1099570,0,0,0,0,0,0,0,0,0,0,0,1542530,1966610,4007320,0,2076040,0,0,1523840,0,0,3761090,0,0
3061,0,0,0,593745,0,0,0,0,0,0,601126,0,0,541373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524269,0,0,0,0,0,0,0,0,0,0,0,0,639246,0,748179,0,0,0,0,0,548409,0,0,0,0,0,0,0,0,0
183861,0,219076,146780,150399,0,0,0,0,0,0,0,0,0,212409,0,0,0,0,0,0,0,182081,0,0,0,0,0,158232,0,0,0,0,0,346690,0,0,0,0,0,262542,166043,0,0,0,179556,0,0,222851,299864,0,0,180518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278143,0,0,0,0,0,0,0,315456,0,0,0,0,162217,235199,0,0,0,0,0,0,0,0,0,0,0,0,175461,0,0,0,0,215244,0,0,0,0,0,0,0,0,0,0,0,330927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261684,0,0,0,0,0,0,159492,0,0,205726,0,0,0,0,0,147708,0,0,0,0,169369,0,0,0,0,0,0,93546.9,0,0,0,106225,0,0,0,0,0,0,0,0,0,121445,185718,0,0,188026,0,0,0,0,0,0,0,0,0,0,0,108733,0,0,151957,0,0,0,0,0,0,0,0,0,0,0,191682,0,0,0,0,0,254337,0,0,0,0,0,0,0,243694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119520,0,0,0,0,0,0,0,0,0,0,296307,0,0,156711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201402,0,0,589191,0,0,0,0,0,0,0,134649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3498140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173545,0,0,0,0,0,438787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447150,0,0,0,0,0,266995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67168,0,0,0,0,0,0,0,0,0,0,0,0,115502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194720,0,0,0,0,0,0,0,0,0,0,0,173968,0,0,0,0,0,0,0,0,0,0,0,0,119731,0,0,0,0,0,0,0,0,0,156172,0,0,0,0,0,165067,0,0,0,0,0,213854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101983,0,0,174795,0,0,0,0,0,186738,0,0,0,0,0,0,0,243387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262458,0,0,0,0,155925,0,0,288168,0,0,0,0,0,0,0,0,146080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134442,0,0,0,0,0,0,0,0,0,135466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229759,0,149518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169569,0,0,0,0,0,170129,0,0,0,0,0,0,0,0,242661,88828.5,0,0,0,0,0,0,0,0,0,0,0,156348,0,0,0
8898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255892,0,0,0,0,158994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606229,0,0,0,0,0,0,0,0,0,0,604097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641865,0,0,0,0,0,0,0,0,0,0,0,0,0,845991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42600,235841,283616,222053,329507,129462,187910,314556,209078,0,0,157498,0,272346,174464,0,185420,194214,0,151639,225151,0,222064,197976,185987,263905,0,218257,202472,159877,235164,182988,181999,0,221636,278348,225448,277163,265439,159987,223420,133221,202564,226901,0,105426,262249,307529,249258,109238,239149,211706,226197,0,363130,0,160282,203487,302824,166220,192882,284361,186052,165313,0,94709.9,0,146918,0,174745,0,173979,234873,0,256152,182636,560538,0,319089,141201,248322,200830,222806,196983,164790,211018,212842,146220,253550,301319,0,0,267688,0,182053,228765,392410,137259,359372,168230,250780,184039,199507,273057,206944,103102,307810,163743,315141,243549,255499,220200,220404,495808,108661,234791,0,177548,219717,115993,0,302772,178628,174980,158326,292259,232716,199888,293907,291699,0,291019,102038,224828,182599,282011,232065,331477,209462,236250,237977,229527,138169,195871,125995,232387,197198,205378,254118,131307,251911,339508,0,0,304406,222160,268444,0,263225,234190,214109,186601,260897,313094,250443,0,191305,340446,202556,251642,0,173088,188109,189604,130779,195025,0,285272,281499,241325,189873,0,163799,0,149432,0,251330,214752,298788,0,184652,307467,205334,0,425293,0,0,244383,144573,224184,222495,147882,150104,289008,200392,195291,251168,225999,0,160707,223236,0,255243,155159,219663,0,120921,240718,300766,218667,236429,0,245653,178375,203744,157378,156737,173276,258042,0,0,191221,207951,224393,209148,158702,0,123138,234922,125050,353326,212171,191717,0,0,209340,177630,152454,198256,189236,135325,0,281687,325587,102769,195711,163472,132643,290660,238999,0,0,232188,195239,175847,166921,107259,145759,161461,182993,0,247764,246822,307707,281168,171511,159877,236940,172841,228700,334133,270716,0,0,0,186830,0,0,211570,0,191793,183313,0,199843,113488
127038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448106,0,333503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454080,0,731416,0,0,0,0,555811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429022,0,0,0,0,1451270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759930,0,0,0,0,0,0,0,0,0,309616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446454,0,0,0,0,0,0,0,0,0,0,0,0,136627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
