Scan,17NAVY25_10_plasma.mzML,15NAVY03_19_plasma.mzML,15NAVY02_20_plasma.mzML,16NAVY13_13_plasma.mzML,16NAVY13_16_plasma.mzML,18NAVY32_12_plasma.mzML,15NAVY02_11_plasma.mzML,17NAVY18_13_plasma.mzML,410_Plasma.mzML,332_Plasma.mzML,17NAVY19_4_plasma.mzML,374_Plasma.mzML,17NAVY24_2_plasma.mzML,16NAVY15_8_plasma.mzML,384_Plasma.mzML,18NAVY32_15_plasma.mzML,18NAVY32_2_plasma.mzML,404_Plasma.mzML,18NAVY30_1_plasma.mzML,16NAVY04_10_plasma.mzML,485_Plasma.mzML,16NAVY13_10_plasma.mzML,17NAVY18_8_plasma.mzML,17NAVY18_17_plasma.mzML,18NAVY30_11_plasma.mzML,519_Plasma.mzML,16NAVY15_16_plasma.mzML,17NAVY24_10_plasma.mzML,16NAVY13_19_plasma.mzML,18NAVY32_5_plasma.mzML,16NAVY13_4_plasma.mzML,16NAVY15_9_plasma.mzML,340_Plasma.mzML,17NAVY25_5_plasma.mzML,18NAVY27_10_plasma.mzML,18NAVY32_1_plasma.mzML,17NAVY19_9_plasma.mzML,16NAVY04_11_plasma.mzML,17NAVY18_5_plasma.mzML,15NAVY02_9_plasma.mzML,16NAVY09_11_plasma.mzML,16NAVY09_20_plasma.mzML,15NAVY03_14_plasma.mzML,392_Plasma.mzML,17NAVY18_14_plasma.mzML,18NAVY30_15_plasma.mzML,15NAVY03_1_plasma.mzML,16NAVY13_8_plasma.mzML,16NAVY09_9_plasma.mzML,17NAVY19_3_plasma.mzML,18NAVY30_13_plasma.mzML,17NAVY25_1_plasma.mzML,344_Plasma.mzML,15NAVY02_8_plasma.mzML,406_Plasma.mzML,15NAVY03_16_plasma.mzML,15NAVY02_16_plasma.mzML,15NAVY02_4_plasma.mzML,16NAVY05_3_plasma.mzML,17NAVY24_14_plasma.mzML,16NAVY05_19_plasma.mzML,18NAVY32_11_plasma.mzML,15NAVY02_2_plasma.mzML,473_Plasma.mzML,16NAVY09_12_plasma.mzML,426_Plasma.mzML,18NAVY27_14_plasma.mzML,422_Plasma.mzML,16NAVY15_14_plasma.mzML,380_Plasma.mzML,18NAVY27_19_plasma.mzML,17NAVY24_13_plasma.mzML,342_Plasma.mzML,17NAVY24_19_plasma.mzML,17NAVY25_7_plasma.mzML,479_Plasma.mzML,517_Plasma.mzML,18NAVY30_18_plasma.mzML,16NAVY15_6_plasma.mzML,17NAVY25_3_plasma.mzML,18NAVY27_1_plasma.mzML,16NAVY05_12_plasma.mzML,15NAVY02_19_plasma.mzML,15NAVY02_17_plasma.mzML,18NAVY30_14_plasma.mzML,18NAVY27_4_plasma.mzML,15NAVY03_18_plasma.mzML,18NAVY30_2_plasma.mzML,16NAVY05_9_plasma.mzML,368_Plasma_20191118051546.mzML,360_Plasma_20191118041830.mzML,16NAVY04_15_plasma.mzML,416_Plasma.mzML,17NAVY24_17_plasma.mzML,17NAVY24_16_plasma.mzML,17NAVY24_6_plasma.mzML,18NAVY27_5_plasma.mzML,18NAVY30_7_plasma.mzML,16NAVY15_18_plasma.mzML,18NAVY30_6_plasma.mzML,18NAVY27_20_plasma.mzML,16NAVY04_12_plasma.mzML,15NAVY02_14_plasma.mzML,17NAVY24_20_plasma.mzML,17NAVY19_6_plasma.mzML,17NAVY24_4_plasma.mzML,17NAVY18_2_plasma.mzML,16NAVY04_17_plasma.mzML,16NAVY05_4_plasma.mzML,15NAVY03_20_plasma.mzML,18NAVY32_6_plasma.mzML,16NAVY13_7_plasma.mzML,434_Plasma.mzML,18NAVY30_10_plasma.mzML,16NAVY05_2_plasma.mzML,502_Plasma.mzML,16NAVY15_10_plasma.mzML,17NAVY18_7_plasma.mzML,16NAVY15_11_plasma.mzML,330_Plasma.mzML,16NAVY05_7_plasma.mzML,16NAVY13_6_plasma.mzML,16NAVY04_3_plasma.mzML,16NAVY09_15_plasma.mzML,16NAVY05_11_plasma.mzML,17NAVY24_5_plasma.mzML,16NAVY13_2_plasma.mzML,15NAVY02_7_plasma.mzML,16NAVY05_5_plasma.mzML,504_Plasma.mzML,15NAVY03_9_plasma.mzML,17NAVY18_6_plasma.mzML,17NAVY24_9_plasma.mzML,18NAVY32_4_plasma.mzML,16NAVY05_10_plasma.mzML,16NAVY04_16_plasma.mzML,16NAVY04_13_plasma.mzML,17NAVY24_18_plasma.mzML,18NAVY27_7_plasma.mzML,15NAVY03_4_plasma.mzML,17NAVY24_12_plasma.mzML,16NAVY15_15_plasma.mzML,18NAVY27_11_plasma.mzML,18NAVY30_12_plasma.mzML,16NAVY09_3_plasma.mzML,17NAVY19_1_plasma.mzML,18NAVY32_16_plasma.mzML,16NAVY15_7_plasma.mzML,16NAVY09_8_plasma.mzML,18NAVY32_14_plasma.mzML,15NAVY02_12_plasma.mzML,388_Plasma.mzML,408_Plasma_20191118055604.mzML,16NAVY05_18_plasma.mzML,15NAVY03_3_plasma.mzML,15NAVY03_13_plasma.mzML,328_Plasma.mzML,17NAVY24_1_plasma.mzML,16NAVY05_17_plasma.mzML,16NAVY09_10_plasma.mzML,15NAVY02_6_plasma.mzML,18NAVY27_18_plasma.mzML,16NAVY15_20_plasma.mzML,15NAVY03_2_plasma.mzML,356_Plasma_20191118035138.mzML,18NAVY32_13_plasma.mzML,16NAVY05_8_plasma.mzML,16NAVY13_9_plasma.mzML,16NAVY05_13_plasma.mzML,498_Plasma.mzML,18NAVY27_8_plasma.mzML,18NAVY30_16_plasma.mzML,17NAVY18_12_plasma.mzML,15NAVY02_1_plasma.mzML,16NAVY15_5_plasma.mzML,376_Plasma.mzML,16NAVY09_18_plasma.mzML,16NAVY04_1_plasma.mzML,18NAVY30_3_plasma.mzML,18NAVY32_7_plasma.mzML,348_Plasma_20191118024056.mzML,16NAVY13_20_plasma.mzML,414_Plasma.mzML,18NAVY27_2_plasma.mzML,511_Plasma.mzML,16NAVY04_9_plasma.mzML,17NAVY18_3_plasma.mzML,15NAVY02_15_plasma.mzML,444_Plasma.mzML,18NAVY27_16_plasma.mzML,16NAVY05_16_plasma.mzML,16NAVY13_15_plasma.mzML,509_Plasma.mzML,16NAVY04_18_plasma.mzML,424_Plasma.mzML,390_Plasma.mzML,17NAVY24_11_plasma.mzML,18NAVY32_10_plasma.mzML,18NAVY27_13_plasma.mzML,16NAVY15_1_plasma.mzML,18NAVY30_8_plasma.mzML,17NAVY18_20_plasma.mzML,15NAVY03_6_plasma.mzML,17NAVY25_9_plasma.mzML,16NAVY13_14_plasma.mzML,18NAVY30_5_plasma.mzML,16NAVY09_19_plasma.mzML,362_Plasma_20191118043156.mzML,17NAVY18_9_plasma.mzML,16NAVY13_11_plasma.mzML,17NAVY19_2_plasma.mzML,16NAVY09_1_plasma.mzML,16NAVY04_20_plasma.mzML,17NAVY18_10_plasma.mzML,436_Plasma.mzML,16NAVY15_17_plasma.mzML,17NAVY24_7_plasma.mzML,15NAVY03_11_plasma.mzML,16NAVY05_6_plasma.mzML,16NAVY13_3_plasma.mzML,386_Plasma_20191118054238.mzML,15NAVY02_13_plasma.mzML,17NAVY19_8_plasma.mzML,17NAVY18_4_plasma.mzML,16NAVY09_14_plasma.mzML,17NAVY25_8_plasma.mzML,16NAVY09_17_plasma.mzML,15NAVY02_18_plasma.mzML,482_Plasma.mzML,396_Plasma.mzML,18NAVY32_20_plasma.mzML,17NAVY25_2_plasma.mzML,15NAVY03_15_plasma.mzML,16NAVY15_13_plasma.mzML,17NAVY19_10_plasma.mzML,334_Plasma.mzML,16NAVY05_20_plasma.mzML,17NAVY24_15_plasma.mzML,16NAVY09_16_plasma.mzML,16NAVY04_6_plasma.mzML,16NAVY13_17_plasma.mzML,17NAVY18_19_plasma.mzML,336_Plasma.mzML,515_Plasma.mzML,15NAVY03_10_plasma.mzML,16NAVY04_2_plasma.mzML,16NAVY13_18_plasma.mzML,17NAVY25_4_plasma.mzML,18NAVY32_17_plasma.mzML,16NAVY15_4_plasma.mzML,398_Plasma.mzML,16NAVY05_14_plasma.mzML,16NAVY04_4_plasma.mzML,16NAVY15_19_plasma.mzML,18NAVY32_19_plasma.mzML,16NAVY15_2_plasma.mzML,18NAVY27_15_plasma.mzML,16NAVY05_1_plasma.mzML,18NAVY27_3_plasma.mzML,350_Plasma_20191118025422.mzML,402_Plasma.mzML,15NAVY03_8_plasma.mzML,16NAVY04_8_plasma.mzML,17NAVY18_11_plasma.mzML,16NAVY15_3_plasma.mzML,18NAVY27_9_plasma.mzML,18NAVY27_6_plasma.mzML,15NAVY02_3_plasma.mzML,17NAVY19_7_plasma.mzML,352_Plasma_20191118030748.mzML,15NAVY02_5_plasma.mzML,18NAVY30_9_plasma.mzML,16NAVY04_7_plasma.mzML,17NAVY24_8_plasma.mzML,17NAVY19_5_plasma.mzML,18NAVY30_17_plasma.mzML,16NAVY04_19_plasma.mzML,17NAVY18_15_plasma.mzML,18NAVY30_19_plasma.mzML,17NAVY24_3_plasma.mzML,16NAVY04_5_plasma.mzML,420_Plasma.mzML,370_Plasma.mzML,442_Plasma.mzML,17NAVY18_1_plasma.mzML,378_Plasma.mzML,430_Plasma_20191118060930.mzML,18NAVY27_12_plasma.mzML,324_Plasma.mzML,17NAVY18_18_plasma.mzML,18NAVY32_3_plasma.mzML,418_Plasma.mzML,16NAVY09_4_plasma.mzML,16NAVY13_1_plasma.mzML
1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289666,0,0,0,494852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385939,0,0,643697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354008,0,0,0
3060,726144,0,0,0,0,0,781747,0,0,0,0,0,0,0,0,0,0,0,999462,806687,0,0,0,1040416,0,0,0,814784,0,0,0,0,0,757920,679066,0,0,534127,0,491591,0,0,0,0,383523,0,0,0,0,1165824,0,0,0,0,0,584442,0,0,1390002,0,538114,0,0,0,0,0,0,0,0,0,1673655,0,0,0,0,0,0,0,0,892107,689919,828890,0,0,833858,0,0,0,0,0,0,0,0,0,753326,789233,824094,0,0,0,927074,0,0,0,689927,857628,0,0,0,0,0,0,0,1653642,0,0,662328,0,0,0,875820,0,877826,0,1035730,794015,0,0,870551,0,849047,0,1509427,0,876424,0,0,734305,1647167,0,710524,0,0,1592621,0,0,0,0,0,517775,0,0,0,0,582591,544122,0,0,0,0,0,751205,0,0,0,0,0,0,0,0,881616,0,845087,0,0,0,0,0,860648,751481,0,0,0,894714,0,0,0,0,0,797315,0,0,0,865404,0,0,1596188,500287,1348315,0,1478130,0,0,0,955243,0,0,0,0,0,0,0,0,834384,0,0,622270,0,0,0,0,0,0,0,0,729822,0,0,0,0,0,628433,0,0,0,0,0,0,0,0,0,0,0,0,497858,0,0,812651,592388,0,0,1489557,0,0,0,0,1655010,0,715975,0,0,0,0,696296,0,0,0,0,0,0,0,718239,0,596742,0,0,0,0,0,648429,813191,0,0,0,0,0,0,0,0,378719,0,0,0,1167887
38143,0,0,0,0,0,0,0,0,0,0,75463.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84174.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74189,0,577615,161726,154271,0,0,128516,93550.8,0,0,456475,0,113719,148333,0,138298,253905,0,0,626219,0,106440,96826.3,272832,340907,0,94538.1,0,121379,0,0,94259.3,0,231712,241037.9,135105,494575,429037,0,388024,391435,279539,412384,0,226880,126940,0,113742,0,159670,141585,328635,0,114341,0,545132,190712,169444,200972,0,129542,276654,348915,0,286810,0,254201,0,212346,0,129891,0,0,0,129576,0,0,114644,0,0,130942,0,153922,205564,104750,144319,128114,0,939545,0,0,117155,0,211850,0,0,120599,0,83364.5,0,309878,203615.8,117625,104027,469452,0,304736,150232,596945,199028,0,448307,0,104095,492846,0,119467,0,0,0,635174,103260,164307,225712,106341,165121,401252,231025.9,532041,0,127906,491364,0,104694,0,169090,640232,240330,134856,160233,118609,0,388592,113468,0,379370,139070,0,340090,0,146227,0,0,0,285208,407581,0,0,644424,0,373306,0,193545,295057,0,252279,62682.8,0,554740,0,0,0,0,270369,0,0,0,165590,108353,123541,0,101588,0,108952,0,130566,85639.7,201976,0,104196,677190,0,0,172673,0,0,510378,115655,0,161254,408125,0,112849,468164,498168,0,129229,0,100555,164207,225878,101165,339997,0,0,0,152207,0,79398.6,81408,0,259148,447862,87587,531746,81944.6,95933.4,154663,0,0,128155,0,204769,0,466936,0,608822,0,290686,146133,138279,99382,0,0,0,382405,0,121192,0,0,0,296729,115136,101199,80545.7,91763.4,134051,112112,122022,0,0,88061.8,621474,359648,88145.3,103969,136923,347515,561820,0,462171,459628,621507,0,311060,563654,305028,282654,154726,0,172526,0,0,0,353876,0,0,0,0,137595,104763,0,0,518378
155777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2640800,0,0,0,608218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98361,0,0,0,0,0,0,0,0,0,771424,0,584241,0,0,1367830,0,0,1059320,0,0,1148250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198690,0,0,0,0,0,0,0,0,0,0,342492,0,0,0,0,0,0,0,0,907389,0,1911470,0,0,0,1206240,0,0,0,0,0,963752,1880360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049420,0,0,1258620,0,0,0,1128780,0,0,0,0,0,0,0,0,0,1095570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150485,0,0,0,0,0,0,0,0,0,0,0,0,586152,0,0,0,0,0,1902820,0,0,0,0,0,0,912309,0,944964,0,0,0,0,0,0,0,1129590,0,1509970,1675180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320866,717399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2027820,0,0,0,0,0,658794,0,0,0,0,0,0,829670,0,0,0,0,0,0,0,1439160,0,0,0,0,0,0,0,0,0,1583380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948381,1199610,674127,0,913817,0,0,479461,0,0,708014,0,0
203402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3636777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71983,187136,797929,372181,2035440,349524,353248,174928,0,585591,651568,675341,728679,208473,336200,1181685,230276,769681,1284919,497244,301534,646957,365255,291892,856716,791686,1139181,684002,787425,650675,111147,327556,644637,935154,488434,620861,269902,238874,0,1070100,526791,155966,608581,232083,709377,1217240,261926,1112540,204499,480481,435535,211950,378268,631629,373736,1313290,299137,346208,0,549901,220302,631575,486709,492115,551687,351598,508747,544325,0,370156,1117999,648668,737374,0,156858,1602970,520873,592117,332464,250390,302159,813263,171428,89087,141516,284664,297834,1854330,768193,294790,700527,639325,241195,694519,827040,632792,2479670,768791,759534,401244,452066,784387,605437,178302,620637,407584,422242,1803420,655867,249834,250935,374771,159499,605290,576759,294676,831283,260974,163356,338492,650283,110292,1533210,670135,293320,180316,1014550,587408,619670,409506,665070,516981,593027,710522,215232,219846,171989,716022,667474,1231950,341936,0,228111,629321,513487,187699,577036,429417,358688,829763,145156,111592,612162,575355,452733,135855,176518,528584,680172,168821,366132,97135.8,750917,461653,465820,931995,366188,140617,140690,105636,635817,0,406885,653349,100124,603663,877350,545565,271331,447721,460065,0,376707,630227,1102720,663740,1157090,117654,151280,0,111852,247921,192831,569502,235104,730857,584611,427503,930786,836261,184472,388127,408291,328781,983284,163136,576813,215569,579389,941359,118067,920455,223915,411660,428812,658665,190900,690058,561814,162645,182948,582348,632991,1409420,442028,834064,470124,328033,202853,594156,0,326678,185303,262031,120939,1414870,709924,97351,425288,415283,269847,531137,1199920,630399,0,1051220,151663,505960,873901,109017,473960,736399,134861,262771,457367,354570,176999,459237,94586.2,605453,565554,627485,138579,329531,588305,629286,0,832792,214927,867655,763852,421169,345357,208579,311070,852015,128787,884701,1094180,276259,261664,1273730,0,666927,667784,407517,672688,590450,574782,643638,360055,309792,1533900,1910300,501835
6263,983512.6,1142656,758678.6,757374.2,777414,302040.7,1119754.3,779693.9,0,0,396150,0,302817,984608,0,593837,1118830,0,191547,546917.3,0,360055,204785,907559,147951,0,874742,117378,247310,994663,640169,701265,0,194311,172806,929996,1019700,450619,992908,1136748,208180,758165,918000,0,599271,214140,75453.1,159255,651892,382406,738284,616355,0,1402340,0,882265,794627,1126351.4,875879.2,290907,499080,397290.5,1311516,0,526791.3,0,454681,0,822479,0,777504,200067,0,111000,262693,0,0,1097188.1,667485.3,138288,165534,720722,0,406040,144504,399522,710664.4,308623,1101502.4,0,0,518039.2,0,414411,713372,193143,413520.5,566310,897681,739791,104893,631440.8,1084368.2,675274,819194,307102,291803,1249598.2,733623.6,1010665,578106,765629,0,334488,757410.3,0,297202,768857,467589.8,0,561354.4,497184.9,851502.8,175560,684123.8,300876,235276,917209.7,1161845.9,0,603952.6,517061,597083,1219130,661417.8,816099.7,1269062,124285,102531,722719.5,132921,765038,860483,232281,527557,982116,553102.9,781907,474191,453529,1243371.7,0,0,553842,1004700,800612.9,0,182884,681929,231386,550930.4,371764,315384.4,1030340,0,672442.2,1192031.8,263822,909735.3,0,118568,126655,797511,599738.2,658396,0,279088,781890.8,717490,481802,0,720011,0,160586,0,1293846.9,690489.5,1480970,0,265144,1081577.4,754578,0,977076,0,0,192088,242301,936007,644439,126273,469369,588571.7,80664.8,707672,208019,269649,0,628671.8,714837.8,570698.4,313008,608807.4,812676,0,797449,173187,816340,925580.2,182873,0,368495.4,505237.6,880203,735229.6,258135,650509,981882.4,0,0,823839,147693,729680.1,908536,466834,0,724106,306232,564622,945988.3,1034760,240048,0,0,1398605.1,493423.9,132752,237464,862026,707908,0,688913.6,1180453.7,1080200,366407.3,603717,705053,710101.6,286553,0,0,971755.2,596238.7,566784,627525,581907,392198.4,1176135.5,166480,0,1030654,266499,567071.6,321964,624284,156488,1132713.1,391748,819839.6,305343,981326,0,0,0,283247,0,0,218262,0,696830,1135189.2,0,116291,712965
47959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55877,0,0,0,0,0,0,0,0,0,1133894,0,0,0,0,1427990,0,0,551997,0,0,2084676,0,0,0,350065,1496865,0,0,0,117597,0,0,642650,0,0,0,0,0,0,0,196088,0,0,590858,0,793139,0,0,0,0,186227,0,0,0,2332755,0,0,0,0,0,0,0,0,540408,0,542345,0,564136,0,1157859,0,0,588840,0,0,1612492,1075980,636543,0,0,0,0,0,0,376857,0,0,0,0,0,0,0,795104,0,0,0,0,485059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2778798,0,0,540514,0,0,0,605343,0,0,0,0,0,0,0,0,0,879685,0,0,0,0,0,0,0,0,0,0,0,0,0,364242,0,0,0,0,0,0,0,0,0,0,0,0,823496,0,0,0,0,0,0,0,0,0,0,0,0,2131380,0,0,0,0,0,1132632,0,0,0,0,600430,0,1319406,0,1781195,0,0,0,0,0,0,0,964988,0,1483363,545166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762874,0,0,0,0,0,0,0,0,0,0,0,0,0,553632,1091389,0,0,0,0,0,412221,0,0,0,0,0,82078.2,1010570,0,0,0,0,0,0,0,552834,0,0,0,0,0,0,0,0,796498,1616529,0,0,0,0,0,0,0,0,590035,0,0,0,0,0,519969,0,83524,1181995,0,0,561206,586938,507105,0,861015,0,0,1360131,0,0,616192,0,0
41347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218080,0,0,0,0,1008530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578042,0,0,0,0,0,0,0,0
