Scan,Urine_NGS055_FragPos.mzML,Urine_NGS097_FragPos.mzML,11129_NT1D012_JJK_Ur.mzML,Urine_NGS025_FragPos.mzML,11129_NH034_JJK_Ur.mzML,Urine_NGS026_FragPos.mzML,Urine_87_Top10_posneg.mzML,11129_NT1D027_JJK_Ur.mzML,Urine_StrokeDrugs_28_T10_POS.mzML,Urine_20_Top10_posneg.mzML,Urine_NGS015_FragPos.mzML,Urine_23_Top10_posneg.mzML,11129_NT1D020_JJK_Ur.mzML,Urine_StrokeDrugs_52_T10_POS.mzML,Urine_NGS105_FragPos.mzML,Urine_StrokeDrugs_80_T10_POS.mzML,11129_OT1D001_JJK_Ur.mzML,Urine_NGS027_FragPos.mzML,Urine_NGS051_FragPos.mzML,Urine_NGS131_FragPos.mzML,11129_NT1D013_JJK_Ur.mzML,11129_NH027_JJK_Ur.mzML,11129_NH020_JJK_Ur.mzML,Urine_StrokeDrugs_53_T10_NEG.mzML,Urine_66_Top10_posneg.mzML,Urine_NGS143_FragPos.mzML,11129_NT1D007_JJK_Ur.mzML,Urine_NGS130_FragPos.mzML,Urine_StrokeDrugs_52_T10_NEG.mzML,11129_NH025_JJK_Ur.mzML,Urine_NGS102_FragPos.mzML,11129_OH022_JJK_Ur.mzML,Urine_NGS085_FragPos.mzML,11129_OH023_JJK_Ur.mzML,Urine_74_Top10_posneg.mzML,11129_OT1D003_JJK_Ur.mzML,11129_NH013_JJK_Ur.mzML,Urine_NGS023_FragPos.mzML,Urine_NGS084_FragPos.mzML,11129_NH004_JJK_Ur.mzML,11129_NH019_JJK_Ur.mzML,11129_NH003_JJK_Ur.mzML,11129_OH004_JJK_Ur.mzML,Urine_19_Top10_posneg.mzML,Urine_NGS063_FragPos.mzML,Urine_NGS089_FragPos.mzML,Urine_NGS101_FragPos.mzML,Urine_88_Top10_posneg.mzML,Urine_NGS005_FragPos.mzML,Urine_NGS062_FragPos.mzML,11129_OH017_JJK_Ur.mzML,Urine_StrokeDrugs_02_T10_POS.mzML,Urine_61_Top10_posneg.mzML,11129_OT1D018_JJK_Ur.mzML,Urine_StrokeDrugs_105_T10_POS.mzML,Urine_StrokeDrugs_57_T10_NEG.mzML,Urine_StrokeDrugs_03_T10_NEG.mzML,Urine_NGS011_FragPos.mzML,11129_NT1D010_JJK_Ur.mzML,Urine_NGS004_FragPos.mzML,Urine_NGS082_FragPos.mzML,11129_NH031_JJK_Ur.mzML,Urine_NGS104_FragPos.mzML,Urine_StrokeDrugs_93_T10_POS.mzML,11129_OH014_JJK_Ur.mzML,Urine_StrokeDrugs_85_T10_NEG.mzML,Urine_StrokeDrugs_93_T10_NEG.mzML,Urine_StrokeDrugs_58_T10_POS.mzML,Urine_NGS132_FragPos.mzML,Urine_StrokeDrugs_03_T10_POS.mzML,Urine_StrokeDrugs_85_T10_POS.mzML,11129_OH005_JJK_Ur.mzML,11129_NH022_JJK_Ur.mzML,Urine_NGS135_FragPos.mzML,Urine_NGS128_FragPos.mzML,11129_NT1D001_JJK_Ur.mzML,Urine_22_Top10_posneg.mzML,Urine_StrokeDrugs_105_T10_NEG.mzML,Urine_StrokeDrugs_38_T10_POS.mzML,Urine_NGS129_FragPos.mzML,Urine_14_Top10_posneg.mzML,Urine_37_Top10_posneg.mzML,Urine_NGS019_FragPos.mzML,Urine_StrokeDrugs_18_T10_POS.mzML,Urine_NGS126_FragPos.mzML,Urine_NGS030_FragPos.mzML,11129_OH018_JJK_Ur.mzML,11129_NT1D015_JJK_Ur.mzML,Urine_NGS079_FragPos.mzML,Urine_StrokeDrugs_18_T10_NEG.mzML,11129_NT1D017_JJK_Ur.mzML,Urine_84_Top10_posneg.mzML,11129_OH011_JJK_Ur.mzML,11129_NH030_JJK_Ur.mzML,11129_NH029_JJK_Ur.mzML,Urine_NGS016_FragPos.mzML,11129_NH012_JJK_Ur.mzML,Urine_NGS081_FragPos.mzML,Urine_95_Top10_posneg.mzML,Urine_90_Top10_posneg.mzML,11129_NT1D003_JJK_Ur.mzML,Urine_StrokeDrugs_58_T10_NEG.mzML,11129_NH026_JJK_Ur.mzML,Urine_StrokeDrugs_02_T10_NEG.mzML,Urine_StrokeDrugs_53_T10_POS.mzML,Urine_NGS037_FragPos.mzML,Urine_76_Top10_posneg.mzML,11129_OT1D014_JJK_Ur.mzML,Urine_StrokeDrugs_80_T10_NEG.mzML,11129_NH002_JJK_Ur.mzML,Urine_NGS098_FragPos.mzML,Urine_NGS071_FragPos.mzML,11129_NT1D016_JJK_Ur.mzML,11129_OT1D009_JJK_Ur.mzML,Urine_NGS074_FragPos.mzML,Urine_StrokeDrugs_28_T10_NEG.mzML,11129_NH028_JJK_Ur.mzML,11129_NH001_JJK_Ur.mzML,Urine_NGS046_FragPos.mzML,11129_NT1D019_JJK_Ur.mzML,11129_OH010_JJK_Ur.mzML,11129_NT1D028_JJK_Ur.mzML,11129_OT1D024_JJK_Ur.mzML,Urine_NGS031_FragPos.mzML,Urine_NGS059_FragPos.mzML,Urine_StrokeDrugs_57_T10_POS.mzML,11129_OT1D016_JJK_Ur.mzML,Urine_NGS133_FragPos.mzML,Urine_StrokeDrugs_38_T10_NEG.mzML,11129_NH015_JJK_Ur.mzML,Urine_NGS077_FragPos.mzML,Urine_NGS114_FragPos.mzML,11129_OH016_JJK_Ur.mzML,11129_NT1D033_JJK_Ur.mzML,11129_NH021_JJK_Ur.mzML,11129_NH033_JJK_Ur.mzML,Urine_NGS013_FragPos.mzML
46436,0,0,0,0,0,0,0,0,0,0,0,0,146007,0,0,0,323358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252302,0,0,0,0,0,0,0,0,0,0,0,0,290442,0,0,0,0,245535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3683,1089450,927738,0,0,0,0,0,0,0,0,0,0,0,0,755060,0,0,0,0,0,0,0,0,0,0,0,0,901955,0,0,0,0,1066660,0,0,0,0,0,2309010,0,0,0,0,0,2096637,948489,1638580,0,0,0,0,0,0,0,0,0,0,0,0,0,2350015,0,1689413,0,0,0,0,0,0,0,0,0,0,908427,0,0,0,0,0,5227307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928147,0,0,0,0,2008160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919080,0,0,1007920,989046,0,0,0,0,1042980
29261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16536,302519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45337,0,0,288392,0,0,0,0,401120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1796950,0,0,0,0,658774,0,0,0,0,0,0,0,0,547618,0,0,0,0,398508,0,0,0,0,0,0,0,0,0,0
24824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2588920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638961
6744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6034480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4463970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4559260,0,0,0,0,0,0,2516260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1720140,0,0
38737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306875,0,0,349506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6069130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38532,0,0,618188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2908250,0,0,0,0,0,0,0,830594,0,0,0,0,0,0,0,0,0,0,0,6860090,1836138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2658150,0,0,0,0,0,6800750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4407607,0,0,0,0,0,0,0,2867780,7341330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37995,0,0,0,0,0,0,0,1371940,0,0,0,0,0,0,0,0,1765180,0,0,0,0,2272420,0,0,0,0,0,0,0,1418650,0,0,0,0,0,0,0,0,0,1263200,0,0,0,0,0,0,0,0,0,0,2154520,0,0,0,0,0,0,0,0,0,0,533270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29635110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2853720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33472,0,0,0,0,0,0,0,735295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1760040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1936890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1582410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2307890,0,0,0,0,0,0,0,0,0,2842700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2556410,0,0,257189,0,0,0,0,0,0,0,0,1331520,0,0,1612570,0,0,0,0
24858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7300880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7735050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43437,0,0,0,0,0,0,0,0,212938,0,0,0,0,861061,0,2007100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862443,0,0,0,906568,0,2060012,625153,0,0,0,0,0,0,0,340833,0,0,0,0,319337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113704,0,0,0,0,0,0,0,1260008,0,0,0,0,0,0,0,0,0,0,0
41056,0,0,0,0,808008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1297500,0,0,0,0,0,0,0,0,0,2910850,0,0,0,0,0,0,0,0,0,0,0,0,0,4537300,0,0,0,0,0,0,2603080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4820780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12744200,0,0,0,0,0,2012120,0,0,0,0,0,0,0,0,865170,0
39971,0,0,407160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1775239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1922350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38624,0,669990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635237,0,0,0,0,0,954602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717955,0,0,0,0,0,0,0,0,0,0,0,0,0,419020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708780,0,0,0,0,0,0
18230,0,0,0,0,320374,0,0,337371,0,0,0,0,794983,0,0,0,321301,0,0,0,238607,0,0,0,0,0,366172,0,0,357527,0,209109,0,0,0,0,299821,0,0,365105,451506,633792,314677,0,0,0,0,0,0,0,221242,0,0,213650,0,0,0,0,123825,0,0,357790,0,0,157814,0,0,0,0,0,0,423886,566247,0,0,338301,0,0,0,0,0,0,0,0,0,0,412291,395740,0,0,324229,0,328138,365414,426802,0,226838,0,0,0,277225,0,297120,0,0,0,0,310836,0,376938,0,0,587682,345788,0,0,193693,321589,0,475379,286157,546054,416104,0,0,0,218698,0,0,0,0,0,230538,418581,156659,349632,0
11725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4542450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5557400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1601490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019390,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2896,0,0,0,0,0,344712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247780,0,0,0,0,0,527054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39622,0,0,0,0,111153000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296996000,0,18756900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14754110,0,0,0,0,0,0,0,0,0
24324,0,0,0,0,0,462904,0,0,0,0,445305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539444,0,0,0,0,0,756613,0,0,0,0,0,0,0,1296740,0,385819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49063,0,0,0,0,585552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4948150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12133,0,0,1780490,0,3459060,0,0,515288,0,0,0,0,3218370,0,0,0,754632,0,0,0,458090,1047280,808872,0,0,0,1594130,0,0,0,0,1200850,0,3306030,0,1090520,0,0,0,1238810,2446490,0,2778000,0,0,0,0,0,0,0,1014280,0,0,15353410,0,0,0,0,1459390,0,0,1174390,0,0,14353600,0,0,0,0,0,0,1886010,2177150,0,0,1600360,0,0,0,0,0,0,0,0,0,0,1305040,1360100,0,0,4095370,0,979027,1603340,2255524,0,3167530,0,0,0,576565,0,1201890,0,0,0,0,3129580,0,2630627,0,0,1874220,630706,0,0,1319530,0,0,1134550,11465200,3038930,0,0,0,0,1486000,0,0,3252760,0,0,0,4720520,8825740,0,0
9012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615067,0,0,0,0,0,0,491606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48851,0,0,259243,0,420383,0,0,406594,0,0,0,0,0,0,0,0,670987,0,0,0,552281,1782750,221196,0,0,0,351620,0,0,375631,0,677608,0,1348780,0,1154930,0,0,0,843951,697011,499105,913468,0,0,0,0,0,0,0,0,0,0,251195,0,0,0,0,177774,0,0,313936,0,0,0,0,0,0,0,0,0,0,2018370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054250,0,0,677219,0,258530,1027590,520087,0,627575,0,0,0,868296,0,1047600,0,0,0,0,399851,0,0,0,0,356479,419042,0,0,328896,474422,0,0,954456,0,911273,0,0,0,0,0,0,553824,0,0,853825,311270,650908,1007770,0
45050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2882870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3288140,0,0,0,0,0,0,0,0,0,0,0,128241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37173,0,0,6012360,0,7496250,0,0,9249780,0,0,0,0,722279,0,0,0,20994720,0,0,0,0,1941819,5985300,0,0,0,2962710,0,0,17203369,0,1171310,0,1899130,0,2047030,11308100,0,0,17985600,7887260,1282180,5940710,0,0,0,0,0,0,0,28713300,0,0,0,0,0,0,0,582854,0,0,5718320,0,0,0,0,0,0,0,0,0,13622060,939300,0,0,539054,0,0,0,0,0,0,0,0,0,0,4371270,4434050,0,0,11499593,0,0,9265410,4575430,0,8609310,0,0,0,1052230,0,6445580,0,0,0,0,2097860,0,5105940,0,0,5877280,4462010,0,0,1317030,804949,0,1525550,3351740,8737660,0,0,0,0,5184550,0,0,3820465,0,0,5650380,0,8852810,9742220,0
22327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6080,0,0,0,0,0,0,0,0,0,0,7962840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44433,0,0,0,0,0,0,0,2812380,0,0,0,0,0,0,0,0,6553810,0,0,0,4185440,0,10136400,0,0,0,0,0,0,3562850,0,0,0,0,0,0,0,0,0,4845760,10934800,3915710,0,0,0,0,0,0,0,0,5096020,0,0,2572470,0,0,0,0,3696100,0,0,0,0,0,0,0,0,0,0,0,0,5885170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12629300,0,0,0,0,0,0,0,0,13206000,0,0,0,5039810,0,2836480,0,0,0,0,0,0,8013970,0,0,0,0,0,0,0,0,0,0,6302150,0,5186580,0,0,0,7476490,0,0,0,0,0,0,0,3791450,75039300,0
41979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9393440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4272900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
